534|E|28|7|14|0.235|0.235|37|50|D|1038|Y|||||
535|E|28|7|15|0.235|0.235|37|50|D|1038|Y|||||
536|E|28|7|16|0.235|0.235|37|50|D|1038|Y|||||
537|E|28|7|17|0.235|0.235|37|50|D|1038|Y|||||
538|E|28|8|17|0.235|0.235|36|50|D|1037|Y|||||
539|E|28|8|16|0.235|0.235|36|50|D|1037|Y|||||
540|E|28|8|15|0.235|0.235|36|50|D|1037|Y|||||
541|E|28|8|14|0.235|0.235|36|50|D|1037|Y|||||
542|E|28|8|13|0.235|0.235|36|50|D|1037|Y|||||
543|E|28|8|12|0.235|0.235|36|50|D|1037|Y|||||
544|E|28|8|11|0.235|0.235|36|50|D|1037|Y|||||
545|E|28|8|10|0.235|0.235|36|50|D|1037|Y|||||
546|E|29|7|10|0.236|0.235|38|50|D|1041|Y|||||
547|E|29|7|11|0.236|0.235|38|50|D|1041|Y|||||
548|E|29|7|12|0.236|0.235|38|50|D|1041|Y|||||
549|E|29|7|13|0.236|0.235|38|50|D|1041|Y|||||
550|E|29|7|14|0.236|0.235|38|50|D|1041|Y|||||
551|E|29|7|15|0.236|0.235|38|50|D|1041|Y|||||
552|E|29|7|16|0.236|0.235|38|50|D|1041|Y|||||
553|E|29|7|17|0.236|0.235|38|50|D|1041|Y|||||
554|E|29|8|17|0.236|0.235|38|50|D|1041|Y|||||
555|E|29|8|16|0.236|0.235|38|50|D|1041|Y|||||
556|E|29|8|15|0.236|0.235|38|50|D|1041|Y|||||
557|E|29|8|14|0.236|0.235|38|50|D|1041|Y|||||
558|E|29|8|13|0.236|0.235|39|50|D|1041|Y|||||
559|E|29|8|12|0.236|0.235|39|50|D|1041|Y|||||
560|E|29|8|11|0.236|0.235|39|50|D|1041|Y|||||
561|E|29|8|10|0.236|0.235|39|50|D|1041|Y|||||
626|E|34|7|10|0.238|0.237|20|50|D|1018|Y|||||
627|E|34|7|11|0.238|0.237|19|50|D|1018|Y|||||
628|E|34|7|12|0.238|0.237|20|50|D|1018|Y|||||
629|E|34|7|13|0.238|0.237|20|50|D|1018|Y|||||
630|E|34|7|14|0.238|0.237|19|50|D|1018|Y|||||
631|E|34|7|15|0.238|0.237|19|50|D|1018|Y|||||
632|E|34|7|16|0.238|0.237|19|50|D|1018|Y|||||
633|E|34|7|17|0.238|0.237|19|50|D|1018|Y|||||
634|E|34|8|17|0.238|0.237|19|50|D|1018|Y|||||
635|E|34|8|16|0.238|0.237|19|50|D|1018|Y|||||
636|E|34|8|15|0.238|0.237|19|50|D|1018|Y|||||
637|E|34|8|14|0.238|0.237|19|50|D|1018|Y|||||
638|E|34|8|13|0.238|0.237|19|50|D|1018|Y|||||
639|E|34|8|12|0.238|0.237|18|50|D|1018|Y|||||
640|E|34|8|11|0.238|0.237|17|50|D|1018|Y|||||
641|E|34|8|10|0.238|0.237|17|50|D|1018|Y|||||
642|E|35|7|10|0.238|0.236|16|50|D|1020|Y|||||
643|E|35|7|11|0.238|0.236|15|50|D|1019|Y|||||
644|E|35|7|12|0.238|0.236|15|50|D|1019|Y|||||
645|E|35|7|13|0.238|0.236|15|50|D|1019|Y|||||
646|E|35|7|14|0.238|0.236|16|50|D|1019|Y|||||
647|E|35|7|15|0.238|0.236|16|50|D|1019|Y|||||
648|E|35|7|16|0.238|0.236|16|50|D|1019|Y|||||
649|E|35|7|17|0.238|0.236|16|50|D|1019|Y|||||
650|E|35|8|17|0.238|0.236|17|50|D|1018|Y|||||
651|E|35|8|16|0.238|0.236|17|50|D|1018|Y|||||
652|E|35|8|15|0.238|0.236|17|50|D|1018|Y|||||
653|E|35|8|14|0.238|0.236|17|50|D|1018|Y|||||
654|E|35|8|13|0.238|0.236|17|50|D|1018|Y|||||
655|E|35|8|12|0.238|0.236|17|50|D|1018|Y|||||
656|E|35|8|11|0.238|0.236|17|50|D|1018|Y|||||
657|E|35|8|10|0.238|0.236|17|50|D|1018|Y|||||
658|E|37|19|22|0.405|0.135|0|0|D|0|N|||||
659|E|37|19|23|0.405|0.135|0|0|D|0|N|||||
660|E|37|19|24|0.405|0.135|0|0|D|0|N|||||
661|E|37|19|25|0.405|0.135|0|0|D|0|N|||||
662|E|38|7|10|0.405|0.135|0|0|D|0|N|||||
663|E|38|7|11|0.405|0.135|0|0|D|0|N|||||
664|E|38|7|12|0.405|0.135|0|0|D|0|N|||||
665|E|38|7|13|0.405|0.135|0|0|D|0|N|||||
666|E|38|7|14|0.405|0.135|0|0|D|0|N|||||
667|E|38|7|15|0.405|0.135|0|0|D|0|N|||||
668|E|38|7|16|0.405|0.135|0|0|D|0|N|||||
669|E|38|7|17|0.405|0.135|0|0|D|0|N|||||
670|E|38|8|17|0.405|0.135|0|0|D|0|N|||||
671|E|38|8|16|0.405|0.135|0|0|D|0|N|||||
672|E|38|8|15|0.405|0.135|0|0|D|0|N|||||
673|E|38|8|14|0.405|0.135|0|0|D|0|N|||||
674|E|38|8|13|0.405|0.135|0|0|D|0|N|||||
675|E|38|8|12|0.405|0.135|0|0|D|0|N|||||
676|E|38|8|11|0.405|0.135|0|0|D|0|N|||||
677|E|38|8|10|0.405|0.135|0|0|D|0|N|||||
678|E|39|7|10|0.22|0.135|15|50|D|1014.6|Y|||||
679|E|39|7|11|0.22|0.135|15|50|D|1014.6|Y|||||
680|E|39|7|12|0.22|0.135|15|50|D|1014.6|Y|||||
681|E|39|7|13|0.22|0.135|16|50|D|1014.6|Y|||||
682|E|39|7|14|0.22|0.135|16|50|D|1014.6|Y|||||
683|E|39|7|15|0.22|0.135|15|50|D|1014.6|Y|||||
684|E|39|7|16|0.22|0.135|14|50|D|1014.6|Y|||||
685|E|39|7|17|0.22|0.135|14|50|D|1014.6|Y|||||
686|E|39|8|17|0.22|0.135|13|50|D|1014.6|Y|||||
687|E|39|8|16|0.22|0.135|13|50|D|1014.6|Y|||||
688|E|39|8|15|0.22|0.135|14|50|D|1014.8|Y|||||
689|E|39|8|14|0.22|0.135|14|50|D|1014.9|Y|||||
690|E|39|8|13|0.22|0.135|15|50|D|1014.9|Y|||||
